title,release_date,type,runtime,season_count,episode_count,genre,director,cast,country,language,production_company,synopsis,tags,imdb_rating,imdb_review_count,text_input,production_company_is_missing,cast_is_missing,director_is_missing
Catty Bete,2025-06-27,movie,20.0,1.0,1.0,"Fantasy, Drama, Mystery, Horror",Mariel Haickel,"Stephanie Félix, Lucas Inácio, Lúcia Reis",BR,pt,"Kasarão Filmes, Mushi","Bete lives happily with her mother and her 50 cats, but a visit from a distant cousin is bound to reveal dark secrets...","social thriller, silent, cats, mistery, dark humor",0.0,0,"Bete lives happily with her mother and her 50 cats, but a visit from a distant cousin is bound to reveal dark secrets... Fantasy, Drama, Mystery, Horror",0,0,0
Nightfall: A Paranormal Investigation,2025-06-24,movie,80.0,1.0,1.0,Horror,"Myles McEwen, Ripley Stevens","Myles McEwen, Ripley Stevens, Selwyn G Stevens, Selwyn R Stevens, Fiona O'Laughlin",AU,en,"Vinny Walsh Films, Black Mandala, Myles McEwen Films, Fortiego Films","The year is 1988. Paranormal investigators Mick Sutherland and Archie Charlesworth have built their careers on confronting the unexplained across Northern Europe. But when a desperate call draws them to the isolated home of Elizabeth Blair, they encounter a presence unlike anything they’ve faced before.  Over seven days, this force begins to unravel their sanity, twisting their perception of reality and threatening to destroy their bond. This is no ordinary haunting. This is Case 13.","religion and supernatural, supernatural, paranormal, paranormal investigation, horror filmmaking, paranormal activity, supernatural investigation, horror mystery, supernatural horror, indie horror, paranormal events, australian supernatural, paranormal horror, supernatural mystery, terrifying, haunted, and supernatural horror",0.0,0,"The year is 1988. Paranormal investigators Mick Sutherland and Archie Charlesworth have built their careers on confronting the unexplained across Northern Europe. But when a desperate call draws them to the isolated home of Elizabeth Blair, they encounter a presence unlike anything they’ve faced before.  Over seven days, this force begins to unravel their sanity, twisting their perception of reality and threatening to destroy their bond. This is no ordinary haunting. This is Case 13. Horror",0,0,0
A Woman Scorned,2025-06-09,movie,84.0,1.0,1.0,Action,"Becca Hirani, Michael Hoad","Chi Lewis-Parry, Megan Purvis, Darrell Griggs, Hannah Pauley, Andre Pierre",GB,en,EMRJ Entertainment (GB),"Jas and her sister Laura are interrupted on their family weekend break in the country side by a group of local men intent on terrorising them. When Laura is attacked and killed by the group, Jas discovers her lifeless body back at the cabin they've hired. She is instilled with grief, rage and fury and intent on hunting down and taking out the gang by whatever means necessary as justice for her sister's murder.","thriller, drama, social-issue, historical, crime",0.0,0,"Jas and her sister Laura are interrupted on their family weekend break in the country side by a group of local men intent on terrorising them. When Laura is attacked and killed by the group, Jas discovers her lifeless body back at the cabin they've hired. She is instilled with grief, rage and fury and intent on hunting down and taking out the gang by whatever means necessary as justice for her sister's murder. Action",0,0,0
Fame And Other Four Letter Words,2025-06-13,movie,14.0,1.0,1.0,Comedy,Miranda Kahn,"Chloe Cherry, Francesca Scorsese, Jemima Kirke, Devon Walker, Richie Shazam",US,en,Mirmade Productions,"In a world where Instagram is dead and scientists are hot, one influencer must face her biggest fear: being irrelevant.","satire, sisters, comedy",0.0,0,"In a world where Instagram is dead and scientists are hot, one influencer must face her biggest fear: being irrelevant. Comedy",0,0,0
Postface à l’Atalante,2025-06-07,movie,18.0,1.0,1.0,Documentary,Éric Rohmer,"François Truffaut, Éric Rohmer",FR,fr,unknown,An interview with François Truffaut on the cinema of Jean Vigo.,documentary,0.0,0,An interview with François Truffaut on the cinema of Jean Vigo. Documentary,1,0,0
Take Care,2025-06-28,movie,12.0,1.0,1.0,"Comedy, Horror, Drama",Brittany Ashley,"Courtney Pauroso, Stephanie Courtney, DeMorge Brown, Ben Coleman, Jackie Gonzalez-Durruthy",US,en,unknown,A self-destructive woman deliberately injures herself to be taken care of by an ER nurse she's grown attached to.,"dark comedy, body horror",0.0,0,"A self-destructive woman deliberately injures herself to be taken care of by an ER nurse she's grown attached to. Comedy, Horror, Drama",1,0,0
Take Care,2025-06-28,movie,12.0,1.0,1.0,"Comedy, Horror, Drama",Brittany Ashley,"Courtney Pauroso, Stephanie Courtney, DeMorge Brown, Ben Coleman, Jackie Gonzalez-Durruthy",US,en,unknown,A self-destructive woman deliberately injures herself to be taken care of by an ER nurse she's grown attached to.,"dark comedy, body horror",0.0,0,"A self-destructive woman deliberately injures herself to be taken care of by an ER nurse she's grown attached to. Comedy, Horror, Drama",1,0,0
72 Hours of Amtrak Hell,2025-06-15,movie,88.0,1.0,1.0,Documentary,"Gavin Charles, Zac Polston","Gavin Charles, Zac Polston",US,en,unknown,"Zac & Gavin undertake a 2,000 mile spiritual pilgrimage via the Amtrak train from Kansas City, Missouri all the way to Snoqualmie, Washington - aka Twin Peaks - to honor the recently passed David Lynch, and to better understand the rail experience in America.","dark, superhero, horror, folklore",0.0,0,"Zac & Gavin undertake a 2,000 mile spiritual pilgrimage via the Amtrak train from Kansas City, Missouri all the way to Snoqualmie, Washington - aka Twin Peaks - to honor the recently passed David Lynch, and to better understand the rail experience in America. Documentary",1,0,0
Home Again,2025-06-07,movie,24.0,1.0,1.0,Documentary,"Lilian Mendoza, Salvador López Romero, Mario Tena ""Mapacho"", Sebastián González Vázquez","Rolland Henri Grégoire, Michael Gybney, Melvin, Jullie, Patricia",US,en,"Departamento de Imagen y Sonido (DIS), Comisión de Filmaciones del Estado de Jalisco, Grodman Legacy","Rolland, a 70 year-old man, exiled by his family due to his sexual orientation, makes peace with the past by finding himself in a small ghost town in the western part of Jalisco, San Sebastián del Oeste. Almost 40 years later, he wants to go back to his hometown, try to regain his daughter's love and be a part o his granddaughter's life.","portrait, lgbt, elderly lgbt, documentary, drama",0.0,0,"Rolland, a 70 year-old man, exiled by his family due to his sexual orientation, makes peace with the past by finding himself in a small ghost town in the western part of Jalisco, San Sebastián del Oeste. Almost 40 years later, he wants to go back to his hometown, try to regain his daughter's love and be a part o his granddaughter's life. Documentary",0,0,0
Home Is the Ocean,2025-09-25,movie,94.0,1.0,1.0,Documentary,Livia Vonaesch,unknown,CH,de,"ican films, SRF, SRG SSR","Over the past 20 years, the Schwörer family has sailed around the world while sharing their expedition examples of nature’s true beauty and inspiring people to live in balance with nature. Along the way, their family has grown, with six children being raised on their sailboat.","sailing, sailing documentary",0.0,0,"Over the past 20 years, the Schwörer family has sailed around the world while sharing their expedition examples of nature’s true beauty and inspiring people to live in balance with nature. Along the way, their family has grown, with six children being raised on their sailboat. Documentary",0,1,0
HalloWiebe,2025-09-24,movie,80.0,1.0,1.0,"Family, Science Fiction, Comedy","Jasper ten Hoor, Ivan Hidayat","Duncan Meijering, Wendy Ruijfrok, Max van Kreij, Jaron Rook, Ethan Nguyen",NL,nl,"Het Shot, Reda van der Putten Producties B.V.","On the night before Halloween, security guard Wiebe and his crew are assigned to watch an empty amusement park. Little do they know, they are not alone.","halloween, robot, amusement park, halloween night, teamwork",0.0,0,"On the night before Halloween, security guard Wiebe and his crew are assigned to watch an empty amusement park. Little do they know, they are not alone. Family, Science Fiction, Comedy",0,0,0
Osteuropa zwischen Hitler und Stalin - Das große Sterben,2025-06-10,movie,91.0,1.0,1.0,Documentary,Kirsten Esch,Beate Rysopp,DE,de,"NDR, Vincent Productions, ARTE","Between 1930 and 1945, Eastern Europe experienced mass violence on an unprecedented scale. Hitler and Stalin exploited the vast region for their respective expansionist plans. It is estimated that around 14 million civilians were murdered—primarily Jews, Poles, Balts, Belarusians, and Ukrainians.","war crimes, world war ii, soviet union, eastern europe, genocide, poland, occupation, belarus, ukraine, baltics, nazi germany",0.0,0,"Between 1930 and 1945, Eastern Europe experienced mass violence on an unprecedented scale. Hitler and Stalin exploited the vast region for their respective expansionist plans. It is estimated that around 14 million civilians were murdered—primarily Jews, Poles, Balts, Belarusians, and Ukrainians. Documentary",0,0,0
Alzarfa,2025-07-01,movie,90.0,1.0,1.0,"Comedy, Crime",Abdullah Majed,"Abo Sllo, Ibrahim Alkhairallah, Ahmed Kaabi, Khalid Abdulaziz, Adwa Bader",SA,ar,"AlShimaisi Films, Telfaz11, Big Time! Fund","Three friends who are behind bars after a failed robbery, in their attempt to escape from prison, end up in a film financed by a wealthy Saudi magnate about the story of his family, which is set in the same places where they tried to rob.","thriller, crime, drama, heist, comedy",0.0,0,"Three friends who are behind bars after a failed robbery, in their attempt to escape from prison, end up in a film financed by a wealthy Saudi magnate about the story of his family, which is set in the same places where they tried to rob. Comedy, Crime",0,0,0
Full Moon,2025-06-12,movie,94.0,1.0,1.0,Thriller,David Cocheret,"Yannick Jozefzoon, Kay Greidanus, Matthijs van de Sande Bakhuyzen, Joep Paddenburg, Byron Gibson",NL,nl,NL Film en TV,"After a wild Full Moon Party in Thailand, the body of a young woman washes ashore, turning the vacation of four Dutch friends into a nightmare.",thriller,0.0,0,"After a wild Full Moon Party in Thailand, the body of a young woman washes ashore, turning the vacation of four Dutch friends into a nightmare. Thriller",0,0,0
Jarek,2025-08-28,movie,101.0,1.0,1.0,,Petra Všelichová,Jaromír Nohavica,CZ,cs,unknown,"The documentary explores the life and work of Jaromír Nohavica, utilizing hundreds of hours of his archive footage (including previously unreleased material). It offers a glimpse into his personal life, family background, concert dressing rooms, psychiatric clinic, and interrogation rooms of the former secret police (StB). The film is full of emotion, poetry, and harsh confrontations with reality, also reflecting the controversies surrounding Nohavica.","thriller, drama, adventure, crime, documentary",0.0,0,"The documentary explores the life and work of Jaromír Nohavica, utilizing hundreds of hours of his archive footage (including previously unreleased material). It offers a glimpse into his personal life, family background, concert dressing rooms, psychiatric clinic, and interrogation rooms of the former secret police (StB). The film is full of emotion, poetry, and harsh confrontations with reality, also reflecting the controversies surrounding Nohavica. ",1,0,0
